"","participantid_in_session","participantcode","playerid_in_group","playerattack","playerendowment","playertullock","playerproduction","playerother_production","playertotal_production","playerarming","playerother_arming","playertotal_arming","playerprize","playerprob","playerprob_percent","playerother_attack","playeris_winner","playerearnings","playerpayoff4","playerpayround4","playerattack_est","playerarming_est","playerproduction_est","playertype","groupid_in_subsession","grouptullock","subsessionround_number","sessioncode","treatment","playerpayoff1","playerpayoff2","playerpayoff3","playerqt1_risk","playerqt2_compete1","playerqt3_compete2","playerqt4_win","playerqt5_impulsive","playerr1","playerr2","playerr3","playerr4","playerr5","playerr6","playerr7","playerr8","playerr9","playerr10","playeractive","playerpassive","playerl1","playerl2","playerl3","playerl4","playerl5","playerl6","playerhead","playergamble","playersend","playerback","playerreturn1","playerreturn2","playerreturn3","playerreturn4","playerreturn5","playerreturn6","playerreturn7","playerreturn8","playerreturn9","playerspieler1","playerspieler2","playerrole1","playerpayround1","playerpayround2","playerfinal_payoff","playerfinal_payoff_help","playerfinal_payoff_rmb","playerdem_age","playerdem_gender","playerdem_study","playerdem_grad","playerdem_understand","playerattack_profit","playerattack_spite","playerattack_super","playerattack_fight1","playerattack_fight2","playerattack_encourage","playerattack_chance","playerattack_mistake","playerattack_understand","playernoattack_risk","playernoattack_efficient","playernoattack_ownprofit","playernoattack_otherprofit","playernoattack_discourage","playernoattack_mistake","playernoattack_understand","playerarming_attack","playerarming_security","playerarming_noattack","playerarming_inefficient","playerarming_unequala1","playerarming_unequala2","playerarming_unequalb1","playerarming_unequalb2","playerarming_understand","id","session"
"384",5,"z81f5f46",1,1,80,1,25,46,71,55,74,129,32,0.426356583833694,43,0,0,0,NA,NA,NA,NA,NA,NA,6,1,2,"a9g7r98j","Unequal",80,30,32,7,8,7,10,4,0,0,1,0,0,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,4,NA,0,0,0,0,0,2,2,2,2,4,8,1,2,1,187,18.7000007629395,19,24,1,12,2,3,3,1,4,3,3,3,3,3,3,0,0,0,3,0,3,3,2,0,3,2,1,3,NA,NA,3,379,8
"385",5,"z81f5f46",1,1,80,1,0,30,30,80,90,170,14,0.470588237047195,47,1,0,0,NA,NA,NA,NA,NA,NA,2,1,6,"a9g7r98j","Unequal",80,30,32,7,8,7,10,4,0,0,1,0,0,0,0,0,0,0,40,40,1,1,1,0,0,0,0,1,4,NA,0,0,0,0,0,2,2,2,2,4,8,1,2,1,187,18.7000007629395,19,24,1,12,2,3,3,1,4,3,3,3,3,3,3,0,0,0,3,0,3,3,2,0,3,2,1,3,NA,NA,3,379,8
"386",4,"zb6mo9b3",1,0,80,0,75,100,175,5,20,25,79,0.200000002980232,20,0,0,75,NA,NA,NA,NA,NA,NA,4,0,5,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"387",4,"zb6mo9b3",1,0,80,0,60,35,95,20,85,105,43,0.190476194024086,19,0,0,60,NA,NA,NA,NA,NA,NA,3,0,4,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"388",4,"zb6mo9b3",1,0,80,1,60,80,140,20,40,60,63,0.333333343267441,33,1,0,0,NA,NA,1,0,120,NA,4,1,1,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"389",4,"zb6mo9b3",1,1,80,1,80,50,130,0,70,70,58,0,0,1,0,0,NA,NA,NA,NA,NA,NA,4,1,2,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"390",4,"zb6mo9b3",1,0,80,0,50,40,90,30,80,110,40,0.272727280855179,27,0,0,50,NA,NA,NA,NA,NA,NA,1,0,3,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"391",4,"zb6mo9b3",1,0,80,0,75,90,165,5,30,35,74,0.142857149243355,14,0,0,75,75,NA,NA,NA,NA,1,6,0,7,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"392",4,"zb6mo9b3",1,0,80,0,80,60,140,0,60,60,63,0,0,0,0,80,NA,NA,NA,NA,NA,NA,4,0,6,"zlc5ls51","Unequal",78,-10,16,8,6,8,9,6,0,1,1,1,1,0,0,0,0,1,38,40,1,1,1,1,0,0,1,1,10,NA,0,0,2,3,4,5,5,5,5,10,10,1,2,1,159,15.8999996185303,16,20,2,11,1,2,1,1,2,3,3,3,3,1,3,1,1,1,3,1,3,3,1,1,1,1,2,1,NA,NA,3,386,1
"393",16,"016f1q6w",2,1,100,1,30,100,130,70,0,70,58,1,100,0,1,58,NA,NA,1,50,50,NA,6,1,1,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"394",16,"016f1q6w",2,1,100,1,1,60,61,99,40,139,27,0.712230205535889,71,0,1,27,NA,NA,NA,NA,NA,NA,6,1,2,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"395",16,"016f1q6w",2,1,100,1,20,100,120,80,0,80,54,1,100,0,1,54,NA,NA,NA,NA,NA,NA,7,1,3,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"396",16,"016f1q6w",2,1,100,1,15,95,110,85,5,90,50,0.944444417953491,94,0,1,50,NA,NA,NA,NA,NA,NA,7,1,4,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"397",16,"016f1q6w",2,1,100,1,20,100,120,80,0,80,54,1,100,0,1,54,NA,NA,NA,NA,NA,NA,8,1,5,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"398",16,"016f1q6w",2,1,100,1,25,90,115,75,10,85,52,0.882352948188782,88,1,1,52,NA,NA,NA,NA,NA,NA,8,1,6,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"399",16,"016f1q6w",2,1,100,1,60,95,155,40,5,45,70,0.888888895511627,89,0,1,70,50,NA,NA,NA,NA,NA,5,1,7,"cccbpqfg","Equal",80,0,12,4,6,8,8,2,0,1,1,1,1,0,0,0,0,1,40,40,1,1,0,0,0,0,0,0,8,NA,0,2,4,6,8,10,12,14,16,8,4,1,8,4,142,14.1999998092651,14.5,19,1,12,1,3,1,1,1,2,2,2,0,3,3,3,3,3,3,3,3,3,1,1,3,2,NA,NA,NA,NA,3,393,393
"400",16,"0dyylk1c",2,0,100,1,100,45,145,0,55,55,65,0,0,1,0,0,NA,NA,0,0,100,NA,6,1,1,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"401",16,"0dyylk1c",2,0,100,0,99,85,184,1,15,16,83,0.0625,6,0,0,99,NA,NA,NA,NA,NA,NA,6,0,2,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"402",16,"0dyylk1c",2,0,100,1,98,20,118,2,80,82,53,0.0243902429938316,2,1,0,0,NA,NA,NA,NA,NA,NA,7,1,3,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"403",16,"0dyylk1c",2,0,100,0,50,49,99,50,51,101,45,0.495049506425858,50,0,0,50,NA,NA,NA,NA,NA,NA,7,0,4,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"404",16,"0dyylk1c",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,8,0,5,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"405",16,"0dyylk1c",2,0,100,0,100,75,175,0,25,25,79,0,0,0,0,100,NA,NA,NA,NA,NA,NA,8,0,6,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"406",16,"0dyylk1c",2,0,100,0,100,80,180,0,20,20,81,0,0,0,0,100,0,NA,NA,NA,NA,NA,5,0,7,"zfwu1g7b","Equal",70,0,8,8,9,8,9,2,0,0,0,1,1,0,0,0,1,1,50,20,1,1,0,0,0,0,1,0,8,NA,0,4,6,8,12,14,18,20,26,8,0,1,10,5,78,7.80000019073486,8,21,2,12,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,1,0,NA,NA,NA,NA,3,400,400
"407",14,"0rbsahpg",1,0,100,0,60,100,160,40,0,40,72,1,100,0,1,60,NA,NA,1,90,10,NA,8,0,1,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"408",14,"0rbsahpg",2,1,100,1,30,49,79,70,51,121,36,0.578512370586395,58,0,0,0,NA,NA,NA,NA,NA,NA,7,1,2,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"409",14,"0rbsahpg",2,0,100,1,70,20,90,30,80,110,40,0.272727280855179,27,1,1,40,NA,NA,NA,NA,NA,NA,8,1,3,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"410",14,"0rbsahpg",2,0,100,0,100,90,190,0,10,10,86,0,0,0,0,100,NA,NA,NA,NA,NA,NA,6,0,4,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"411",14,"0rbsahpg",2,1,100,1,40,40,80,60,60,120,36,0.5,50,1,1,36,NA,NA,NA,NA,NA,NA,5,1,5,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"412",14,"0rbsahpg",1,0,100,0,75,100,175,25,0,25,79,1,100,0,1,75,NA,NA,NA,NA,NA,NA,8,0,6,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"413",14,"0rbsahpg",2,1,100,1,30,75,105,70,25,95,47,0.736842095851898,74,0,0,0,60,NA,NA,NA,NA,NA,7,1,7,"zfwu1g7b","Equal",70,0,20,5,7,7,8,5,0,0,1,1,1,0,0,0,0,1,50,20,1,1,1,0,0,0,1,0,6,NA,0,2,2,2,2,4,4,4,4,6,10,1,10,5,150,15,15,25,1,13,2,2,1,1,2,1,0,3,3,1,2,0,1,1,2,3,2,2,0,0,1,2,NA,NA,NA,NA,2,407,400
"414",15,"1wrznx7t",2,0,100,0,80,100,180,20,0,20,81,1,100,0,1,80,NA,NA,0,50,50,NA,8,0,1,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"415",15,"1wrznx7t",2,0,100,0,100,100,200,0,0,0,90,0.5,50,0,0,100,NA,NA,NA,NA,NA,NA,8,0,2,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"416",15,"1wrznx7t",2,0,100,0,100,40,140,0,60,60,63,0,0,0,0,100,NA,NA,NA,NA,NA,NA,6,0,3,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"417",15,"1wrznx7t",2,0,100,0,100,95,195,0,5,5,88,0,0,0,0,100,NA,NA,NA,NA,NA,NA,8,0,4,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"418",15,"1wrznx7t",1,0,100,1,100,20,120,0,80,80,54,0,0,1,0,0,NA,NA,NA,NA,NA,NA,8,1,5,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"419",15,"1wrznx7t",2,0,100,0,100,80,180,0,20,20,81,0,0,0,0,100,NA,NA,NA,NA,NA,NA,5,0,6,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"420",15,"1wrznx7t",2,0,100,1,100,40,140,0,60,60,63,0,0,1,0,0,100,NA,NA,NA,NA,NA,8,1,7,"cccbpqfg","Equal",80,0,36,6,9,9,10,6,0,0,1,1,1,0,0,0,1,1,40,40,1,0,0,0,0,0,0,0,8,4,0,0,4,4,4,5,5,5,5,8,4,0,8,4,216,21.6000003814697,22,30,1,10,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,4,414,393
"421",17,"3yt94mjd",1,1,100,1,15,60,75,85,40,125,34,0.680000007152557,68,1,0,0,NA,NA,1,60,40,NA,9,1,1,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"422",17,"3yt94mjd",1,1,100,1,20,80,100,80,20,100,45,0.800000011920929,80,0,1,45,NA,NA,NA,NA,NA,NA,9,1,2,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"423",17,"3yt94mjd",1,1,100,1,25,99,124,75,1,76,56,0.986842095851898,99,0,1,56,NA,NA,NA,NA,NA,NA,9,1,3,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"424",17,"3yt94mjd",1,1,100,1,20,65,85,80,35,115,38,0.695652186870575,70,0,1,38,NA,NA,NA,NA,NA,NA,9,1,4,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"425",17,"3yt94mjd",1,1,100,1,10,20,30,90,80,170,14,0.529411792755127,53,1,0,0,NA,NA,NA,NA,NA,NA,9,1,5,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"426",17,"3yt94mjd",1,1,100,1,15,25,40,85,75,160,18,0.53125,53,1,0,0,NA,NA,NA,NA,NA,NA,9,1,6,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"427",17,"3yt94mjd",1,1,100,1,10,40,50,90,60,150,22,0.600000023841858,60,1,1,22,0,NA,NA,NA,NA,NA,9,1,7,"zfwu1g7b","Equal",70,0,30,6,7,8,9,6,0,1,1,1,1,0,0,0,0,1,50,20,1,1,0,0,0,0,1,0,16,10,0,2,4,6,10,10,15,21,24,8,10,0,10,5,100,10,10,19,2,12,3,2,1,1,1,0,0,1,1,3,3,3,3,3,3,3,3,3,0,1,3,2,NA,NA,NA,NA,3,421,400
"428",12,"4ynnqacv",1,1,100,1,40,100,140,60,0,60,63,1,100,1,1,63,NA,NA,1,50,50,NA,7,1,1,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"429",12,"4ynnqacv",1,0,100,0,90,100,190,10,0,10,86,1,100,0,1,90,NA,NA,NA,NA,NA,NA,7,0,2,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"430",12,"4ynnqacv",2,0,100,0,100,60,160,0,40,40,72,0,0,0,0,100,NA,NA,NA,NA,NA,NA,5,0,3,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"431",12,"4ynnqacv",1,0,100,1,95,15,110,5,85,90,50,0.0555555559694767,6,1,0,0,NA,NA,NA,NA,NA,NA,7,1,4,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"432",12,"4ynnqacv",2,0,100,0,90,99,189,10,1,11,85,0.909090936183929,91,0,1,90,NA,NA,NA,NA,NA,NA,7,0,5,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"433",12,"4ynnqacv",2,0,100,1,100,30,130,0,70,70,58,0,0,1,0,0,NA,NA,NA,NA,NA,NA,6,1,6,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"434",12,"4ynnqacv",1,1,100,1,40,100,140,60,0,60,63,1,100,0,1,63,0,NA,NA,NA,NA,NA,8,1,7,"cccbpqfg","Equal",80,30,16,7,7,7,8,3,0,0,1,1,1,0,0,0,0,1,40,40,1,1,1,1,0,0,0,1,16,NA,0,0,1,2,3,4,5,6,7,16,16,1,8,4,126,12.6000003814697,13,26,1,3,2,3,0,0,1,0,0,0,0,4,4,3,1,1,3,3,4,4,1,1,1,1,NA,NA,NA,NA,4,428,393
"435",19,"5oj1xte0",1,0,100,1,90,50,140,10,50,60,63,0.16666667163372,17,1,1,63,NA,NA,0,20,80,NA,10,1,1,"zfwu1g7b","Equal",70,0,59,4,5,4,7,6,0,0,1,1,1,0,0,0,1,1,50,20,1,1,1,0,0,0,0,0,16,5,0,0,0,0,0,0,5,5,5,16,5,0,10,5,192,19.2000007629395,19.5,20,1,12,1,3,4,4,4,4,4,4,4,4,4,2,0,1,0,3,3,3,3,0,2,0,NA,NA,NA,NA,3,435,400
